sample_id	data_type	clf_group	clf_name	feat_name	feat_value	cancer_type	data_value	rank	rank_group
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Breast: Triple negative	0.8849	30	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Breast: Other	0.7158	33	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	CNS: Glioma	0.9816	20	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	CNS: Medulloblastoma	23.96	6	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	CNS: Pilocytic astrocytoma	308.1	1	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Colorectum/Small intestine/Appendix	0.9784	23	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Esophagus/Stomach	0.8873	29	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Gynecologic: Endometrium	0.9232	28	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Gynecologic: Ovary/Fallopian tube	0.9727	25	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	HPB: Bile duct/Gallbladder	0.9247	27	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	HPB: Liver	1.06	15	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	HPB: Pancreas	0.9872	19	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Head and neck: Adenoid cystic	29.98	5	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Head and neck: Salivary gland	0.884	31	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Head and neck: Other	0.5914	34	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Kidney: Chromophobe	5.193	7	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Kidney: Other	0.9927	17	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Lung: Non-small cell: LUAD	0.5398	35	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Lung: Non-small cell: LUSC	0.423	38	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Lung: Small cell	0.7736	32	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Lymphoid tissue	0.9911	18	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Mesothelium	2.671	10	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Myeloid: Acute myeloid leukemia	146.0	3	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Myeloid: Myeloproliferative neoplasm	115.4	4	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	NET: Colorectum/Small intestine	2.817	9	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	NET: Lung	3.44	8	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	NET: Pancreas	0.981	21	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Prostate	0.9958	16	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Skin: Melanoma	0.2437	40	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Skin: Other	0.4724	36	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Thyroid gland	0.9703	26	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Urothelial tract	0.2634	39	8
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Anogenital	0.6672	40	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Cartilaginous neoplasm	4.035	6	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: GIST	0.9834	11	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Leiomyosarcoma	0.9241	25	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Liposarcoma	1.128	7	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Osteosarcoma	0.9889	10	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Undiff. sarcoma	0.9553	17	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Bone/Soft tissue: Other	0.9538	18	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Breast: Triple negative	0.8677	30	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Breast: Other	0.8882	28	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	CNS: Glioma	0.993	9	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	CNS: Medulloblastoma	0.997	8	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	CNS: Pilocytic astrocytoma	6.299	5	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Colorectum/Small intestine/Appendix	0.7082	39	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Esophagus/Stomach	0.8644	31	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Gynecologic: Endometrium	0.7779	37	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Gynecologic: Ovary/Fallopian tube	0.7284	38	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	HPB: Bile duct/Gallbladder	0.8252	33	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	HPB: Liver	0.9289	24	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	HPB: Pancreas	0.9236	26	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Head and neck: Adenoid cystic	inf	1	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Head and neck: Salivary gland	0.9594	16	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Head and neck: Other	0.7979	36	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Kidney: Chromophobe	7.767	4	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Kidney: Other	0.9502	19	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Lung: Non-small cell: LUAD	0.8001	35	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Lung: Non-small cell: LUSC	0.8128	34	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Lung: Small cell	0.9775	13	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Lymphoid tissue	0.9378	22	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Mesothelium	0.9313	23	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Myeloid: Acute myeloid leukemia	inf	2	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Myeloid: Myeloproliferative neoplasm	10.76	3	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	NET: Colorectum/Small intestine	0.9418	21	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	NET: Lung	0.9123	27	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	NET: Pancreas	0.9451	20	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Prostate	0.8712	29	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Skin: Melanoma	0.9666	15	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Skin: Other	0.9796	12	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Thyroid gland	0.9672	14	9
Breast_TNBC	sig_quantile			MMRD (SBS6)	103.3	Urothelial tract	0.8295	32	9
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Anogenital	0.9737	26	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Cartilaginous neoplasm	264.7	4	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: GIST	3.12	10	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Leiomyosarcoma	2.519	11	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Liposarcoma	2.014	12	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Osteosarcoma	0.9637	27	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Undiff. sarcoma	0.9148	37	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Bone/Soft tissue: Other	0.9484	31	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Breast: Triple negative	0.9478	32	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Breast: Other	0.9468	33	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	CNS: Glioma	inf	1	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	CNS: Medulloblastoma	128.6	6	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	CNS: Pilocytic astrocytoma	211.7	5	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Colorectum/Small intestine/Appendix	0.6069	39	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Esophagus/Stomach	0.2688	40	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Gynecologic: Endometrium	0.9896	19	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Gynecologic: Ovary/Fallopian tube	0.9982	16	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	HPB: Bile duct/Gallbladder	0.9499	29	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	HPB: Liver	0.9995	15	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	HPB: Pancreas	0.9494	30	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Head and neck: Adenoid cystic	inf	2	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Head and neck: Salivary gland	0.9215	36	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Head and neck: Other	0.975	25	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Kidney: Chromophobe	0.9858	20	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Kidney: Other	1.021	14	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Lung: Non-small cell: LUAD	0.9461	34	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Lung: Non-small cell: LUSC	1.495	13	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Lung: Small cell	0.9753	24	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Lymphoid tissue	0.8895	38	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Mesothelium	9.698	8	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Myeloid: Acute myeloid leukemia	15.95	7	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Myeloid: Myeloproliferative neoplasm	491.5	3	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	NET: Colorectum/Small intestine	0.9833	22	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	NET: Lung	3.338	9	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	NET: Pancreas	0.9953	17	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Prostate	0.9911	18	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Skin: Melanoma	0.981	23	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Skin: Other	0.9611	28	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Thyroid gland	0.9854	21	10
Breast_TNBC	sig_quantile			ROS/5FU (SBS17)	1376.0	Urothelial tract	0.9321	35	10
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Anogenital	0.0	1	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: GIST	0.0	3	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	4	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Liposarcoma	0.0	5	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Osteosarcoma	0.0	6	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Undiff. sarcoma	0.0	7	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Other	0.0	8	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Breast: Triple negative	0.0	9	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Breast: Other	0.0	10	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	CNS: Glioma	0.0	11	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	CNS: Medulloblastoma	0.0	12	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	CNS: Pilocytic astrocytoma	0.0	13	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Colorectum/Small intestine/Appendix	0.0	14	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Esophagus/Stomach	0.0	15	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Gynecologic: Endometrium	0.0	16	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	17	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	HPB: Bile duct/Gallbladder	0.0	18	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	HPB: Liver	0.0	19	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	HPB: Pancreas	0.0	20	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Adenoid cystic	0.0	21	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Salivary gland	0.0	22	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Other	0.0	23	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Kidney: Chromophobe	0.0	24	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Kidney: Other	0.0	25	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Lung: Non-small cell: LUAD	0.0	26	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Lung: Non-small cell: LUSC	0.0	27	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Lung: Small cell	0.0	28	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Lymphoid tissue	0.0	29	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Mesothelium	0.0	30	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Myeloid: Acute myeloid leukemia	0.0	31	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	32	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	NET: Colorectum/Small intestine	0.0	33	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	NET: Lung	0.0	34	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	NET: Pancreas	0.0	35	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Prostate	0.0	36	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Skin: Melanoma	0.0	37	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Skin: Other	0.0	38	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Thyroid gland	0.0	39	11
Breast_TNBC	sig_quantile			Smoking (SBS4)	0.0	Urothelial tract	0.0	40	11
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Anogenital	0.0	1	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: GIST	0.0	3	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	4	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Liposarcoma	0.0	5	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Osteosarcoma	0.0	6	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Undiff. sarcoma	0.0	7	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Other	0.0	8	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Breast: Triple negative	0.0	9	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Breast: Other	0.0	10	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	CNS: Glioma	0.0	11	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	CNS: Medulloblastoma	0.0	12	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	CNS: Pilocytic astrocytoma	0.0	13	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Colorectum/Small intestine/Appendix	0.0	14	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Esophagus/Stomach	0.0	15	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Gynecologic: Endometrium	0.0	16	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	17	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	HPB: Bile duct/Gallbladder	0.0	18	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	HPB: Liver	0.0	19	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	HPB: Pancreas	0.0	20	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Head and neck: Adenoid cystic	0.0	21	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Head and neck: Salivary gland	0.0	22	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Head and neck: Other	0.0	23	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Kidney: Chromophobe	0.0	24	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Kidney: Other	0.0	25	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Lung: Non-small cell: LUAD	0.0	26	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Lung: Non-small cell: LUSC	0.0	27	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Lung: Small cell	0.0	28	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Lymphoid tissue	0.0	29	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Mesothelium	0.0	30	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Myeloid: Acute myeloid leukemia	0.0	31	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	32	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	NET: Colorectum/Small intestine	0.0	33	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	NET: Lung	0.0	34	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	NET: Pancreas	0.0	35	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Prostate	0.0	36	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Skin: Melanoma	0.0	37	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Skin: Other	0.0	38	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Thyroid gland	0.0	39	12
Breast_TNBC	sig_quantile			UV (SBS7)	0.0	Urothelial tract	0.0	40	12
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Anogenital	2.7136646750430327	5	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.5160766386570932	39	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: GIST	1.2393660513830034	14	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Leiomyosarcoma	1.9859551851783992	6	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Liposarcoma	0.8356043863263639	30	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Osteosarcoma	1.1728069756589319	17	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Undiff. sarcoma	0.9420471053279662	25	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Other	1.3736892448653508	11	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Breast: Triple negative	16.626536444733606	1	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Breast: Other	7.667571944441954	4	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	CNS: Glioma	1.1119330642534762	18	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	CNS: Medulloblastoma	0.9716593489420159	23	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	CNS: Pilocytic astrocytoma	1.3186388100057849	12	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Colorectum/Small intestine/Appendix	1.4602388233793968	10	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Esophagus/Stomach	0.7154096237380049	35	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Gynecologic: Endometrium	10.968198059080418	3	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Gynecologic: Ovary/Fallopian tube	15.425160886805902	2	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	HPB: Bile duct/Gallbladder	1.2038201997751343	16	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	HPB: Liver	0.9203787581687035	26	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	HPB: Pancreas	1.2805632241259248	13	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Adenoid cystic	0.834268488311645	31	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Salivary gland	0.5704669745283806	38	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Other	0.596605015578511	37	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Kidney: Chromophobe	1.0216817049750098	19	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Kidney: Other	0.6722667955916521	36	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Lung: Non-small cell: LUAD	1.7767751363488966	8	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Lung: Non-small cell: LUSC	0.7254232509901412	34	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Lung: Small cell	1.0001887178049649	20	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Lymphoid tissue	0.917456602407887	27	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Mesothelium	0.7742193868599665	32	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Myeloid: Acute myeloid leukemia	0.9542782341529094	24	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Myeloid: Myeloproliferative neoplasm	0.8385341257316904	29	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	NET: Colorectum/Small intestine	0.7632268337045579	33	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	NET: Lung	1.562051466533744	9	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	NET: Pancreas	1.0	21	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Prostate	0.1580253208896478	40	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Skin: Melanoma	1.223848008111358	15	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Skin: Other	0.8978969251066454	28	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Thyroid gland	1.8048906351416956	7	13
Breast_TNBC	feat_contrib	dna	event	trait.is_male	0.0	Urothelial tract	0.9998309142965991	22	13
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Anogenital	1.312718266574393	7	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Cartilaginous neoplasm	0.15228523052222986	40	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: GIST	0.8214370274599259	32	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Leiomyosarcoma	0.9460498649082012	28	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Liposarcoma	0.8156254799718649	33	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Osteosarcoma	1.1716347548913417	11	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Undiff. sarcoma	0.984944484807391	25	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Bone/Soft tissue: Other	1.2035794598099783	9	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Breast: Triple negative	1.4897376043707538	3	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Breast: Other	1.177978695792419	10	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	CNS: Glioma	0.4943556903171368	39	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	CNS: Medulloblastoma	1.0934851709997706	16	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	CNS: Pilocytic astrocytoma	1.0	19	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Colorectum/Small intestine/Appendix	1.1117106998778044	15	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Esophagus/Stomach	0.9995937825286675	24	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Gynecologic: Endometrium	1.142592724736784	13	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	Gynecologic: Ovary/Fallopian tube	1.3202221263776168	6	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	HPB: Bile duct/Gallbladder	1.247822459735471	8	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	HPB: Liver	1.0	20	14
Breast_TNBC	feat_contrib	dna	event	trait.whole_genome_duplication	1.0	HPB: Pancreas	1.1329218460376713	14	14
